Stn Id,Stn Name,CIMIS Region,Month Year,Total ETo (in),qc,Total Precip (in),qc,Avg Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Avg Max Air Temp (F),qc,Avg Min Air Temp (F),qc,Avg Air Temp (F),qc,Avg Max Rel Hum (%),qc,Avg Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Avg Dew Point (F),qc,Avg Wind Speed (mph),qc,Avg Soil Temp (F),qc
44,U.C. Riverside,Los Angeles Basin,Dec 2022,1.77, ,1.79, ,235, ,8.5,K,63.6,K,43.5, ,52.3,K,85, ,41, ,64,K,39.2,K,2.9, ,53.8,K
47,Brentwood,San Francisco Bay,Jan 2022,1.68, ,0.04, ,227, ,9.8, ,63.4, ,37.4, ,48.3, ,100, ,59, ,85, ,43.6, ,3.6, ,49.2, 
47,Brentwood,San Francisco Bay,Feb 2022,3.22, ,0.00, ,357,K,7.0,K,68.6,K,37.0,K,51.7, ,82, ,29, ,53,K,34.3,K,5.4,K,51.9, 
47,Brentwood,San Francisco Bay,Mar 2022,4.86,K,0.53, ,441,K,8.7, ,73.4,K,43.5,K,58.0,K,84, ,31, ,53,K,39.8,K,5.7,K,59.2,K
47,Brentwood,San Francisco Bay,Apr 2022,6.56,K,0.45, ,554,K,8.5, ,75.9,K,46.3,K,61.2,K,81, ,25, ,47,K,39.6,K,7.3,K,64.5,K
47,Brentwood,San Francisco Bay,May 2022,8.73,K,0.06, ,661, ,9.1,K,82.5,K,52.1,K,67.6,K,71,K,23,K,40,K,41.3,K,7.8,K,68.6, 
47,Brentwood,San Francisco Bay,Jun 2022,8.41, ,0.46, ,666, ,12.2,K,89.6, ,56.4,K,73.6,K,81, ,24, ,44,K,49.3,K,5.7, ,74.5, 
47,Brentwood,San Francisco Bay,Jul 2022,8.25, ,0.88, ,669, ,15.0, ,92.8, ,56.7, ,73.9, ,99, ,27, ,53, ,55.2, ,4.9, ,80.6,L
47,Brentwood,San Francisco Bay,Aug 2022,8.08, ,0.41, ,605, ,14.5, ,95.0,K,57.9,K,75.7, ,94, ,22, ,48, ,54.5, ,5.3, ,77.3,L
47,Brentwood,San Francisco Bay,Sep 2022,6.21,K,0.67, ,473, ,13.1,K,91.7,K,59.1,K,74.8,K,84,K,26,K,50,L,51.9,L,5.2, ,,M
47,Brentwood,San Francisco Bay,Oct 2022,4.45, ,0.56,K,385, ,11.5, ,83.0,K,50.0,K,65.4,K,88, ,29, ,53,K,47.3,K,4.4,K,64.8,L
47,Brentwood,San Francisco Bay,Nov 2022,2.24, ,1.69, ,261, ,8.1, ,64.9, ,37.9, ,50.1, ,96, ,38, ,65, ,38.3, ,4.4, ,51.0, 
47,Brentwood,San Francisco Bay,Dec 2022,0.80,K,7.86,K,140, ,9.9,K,54.8,K,38.5, ,45.6, ,100, ,78, ,94,K,43.9,K,3.7,K,47.0, 
52,San Luis Obispo,Central Coast Valleys,Jan 2022,2.66, ,0.10, ,236, ,8.4, ,67.6, ,43.7, ,55.1, ,84, ,36, ,57, ,39.4, ,3.9, ,54.2, 
52,San Luis Obispo,Central Coast Valleys,Feb 2022,3.60, ,0.01, ,357, ,7.0, ,69.2,K,42.5,K,55.0,K,74, ,30, ,50,K,34.7,K,4.2,K,54.6, 
52,San Luis Obispo,Central Coast Valleys,Mar 2022,4.33, ,0.73, ,442, ,9.7, ,68.8,K,44.8,K,55.6,K,88, ,43, ,65,K,43.2,K,3.9,K,57.8, 
52,San Luis Obispo,Central Coast Valleys,Apr 2022,5.29,K,0.55,K,545, ,10.0, ,70.5,K,47.2,K,57.6,K,88,K,41,K,65,L,44.7,L,4.2,K,61.6, 
52,San Luis Obispo,Central Coast Valleys,May 2022,6.37,K,0.00, ,651, ,10.8, ,71.6,K,47.6, ,58.2,K,89,K,44,K,65,K,46.1,K,3.9, ,64.4, 
52,San Luis Obispo,Central Coast Valleys,Jun 2022,7.02,K,0.01, ,678, ,12.5, ,80.8,K,52.9,K,65.0,K,89,K,37,K,62,L,50.2,L,3.8, ,68.5, 
52,San Luis Obispo,Central Coast Valleys,Jul 2022,6.24, ,0.00, ,618, ,14.4, ,76.3, ,54.5, ,63.0,K,93,K,51,K,73, ,54.3, ,3.2, ,70.6, 
52,San Luis Obispo,Central Coast Valleys,Aug 2022,5.91,K,0.00, ,571, ,14.8, ,78.9, ,54.4,K,64.0,K,94, ,49, ,73,K,55.1,K,3.0, ,71.6, 
52,San Luis Obispo,Central Coast Valleys,Sep 2022,4.90,K,1.30, ,455, ,15.2, ,83.5,K,58.5,K,68.8,K,88,K,43,K,70,L,56.3,L,3.0,K,71.4,K
52,San Luis Obispo,Central Coast Valleys,Oct 2022,3.44, ,0.02, ,331, ,12.6, ,74.8, ,50.5, ,60.3,K,92, ,47, ,71,K,50.1,K,2.9, ,66.7, 
52,San Luis Obispo,Central Coast Valleys,Nov 2022,2.86,K,1.02, ,274, ,7.5, ,68.2, ,42.9,K,54.6, ,77, ,33, ,54, ,36.1, ,3.9,K,57.9, 
52,San Luis Obispo,Central Coast Valleys,Dec 2022,1.59,K,11.18,K,169, ,10.3,K,61.9, ,44.9,K,52.4, ,92, ,56, ,76,K,44.5,K,3.4,K,55.0, 
62,Temecula,South Coast Valleys,Jan 2022,2.91,K,0.14, ,217, ,6.2, ,68.4, ,50.6, ,58.2, ,61, ,25, ,39, ,29.9, ,4.2,K,51.6, 
62,Temecula,South Coast Valleys,Feb 2022,3.78,K,0.44,K,344,K,5.1, ,70.3, ,48.5,K,58.0,K,58, ,23, ,36,K,24.9,K,5.1, ,52.0,K
62,Temecula,South Coast Valleys,Mar 2022,4.55,K,1.47,K,482,K,8.7,K,73.4,K,50.3,K,60.0,K,80, ,30, ,52,K,39.0,K,3.0, ,57.5, 
62,Temecula,South Coast Valleys,Apr 2022,5.39,K,0.16,K,543,K,10.6,K,75.6,K,52.0,L,62.2,K,87,K,36,K,64,L,46.6,L,2.7,K,65.1,K
62,Temecula,South Coast Valleys,May 2022,5.93,K,0.07, ,601, ,12.4,K,77.3,K,52.4,K,62.3,K,93, ,42, ,67,K,49.3,K,2.5, ,69.1,K
62,Temecula,South Coast Valleys,Jun 2022,7.24,K,0.02, ,685,K,14.0,K,88.3, ,58.2,K,71.4,K,89, ,31, ,56,K,53.2,K,2.5, ,73.8, 
62,Temecula,South Coast Valleys,Jul 2022,7.15,K,0.01, ,642, ,16.5, ,88.8, ,59.4, ,71.4, ,96, ,36, ,64, ,58.0, ,2.6, ,76.0, 
62,Temecula,South Coast Valleys,Aug 2022,6.53,K,0.01,K,594,K,16.6,K,93.3, ,63.3, ,76.9,K,85,L,33,L,54,K,57.9,K,2.9,K,77.8,K
62,Temecula,South Coast Valleys,Sep 2022,3.97,K,0.67,K,462,K,17.2,K,92.0, ,66.4,K,76.6,K,85,L,35,L,57,K,58.8,K,2.8,K,78.1,K
62,Temecula,South Coast Valleys,Oct 2022,2.48,K,0.20,K,353,K,14.6,K,80.5,K,58.9,K,66.7,K,90,L,44,L,66, ,53.5, ,2.6,K,69.0,K
62,Temecula,South Coast Valleys,Nov 2022,2.86,K,2.75, ,282,K,7.1, ,68.8, ,50.1, ,57.4, ,67, ,30, ,47, ,32.4, ,3.5, ,56.5, 
62,Temecula,South Coast Valleys,Dec 2022,1.98,K,3.34,L,221,L,8.1,L,64.6,L,47.4,L,54.6,L,74,L,41,L,59,L,38.0,L,3.3,L,53.3,L
64,Santa Ynez,Central Coast Valleys,Jan 2022,1.98, ,0.30, ,269,K,9.3, ,69.5, ,35.5, ,49.6, ,100, ,39, ,76, ,42.2, ,2.2, ,54.6, 
64,Santa Ynez,Central Coast Valleys,Feb 2022,2.91,K,0.18, ,352,K,7.8, ,74.3,K,31.6,K,50.8,K,98, ,26, ,61,K,37.6,K,2.9, ,54.5, 
64,Santa Ynez,Central Coast Valleys,Mar 2022,4.46, ,1.57, ,474,K,10.2, ,75.2,K,40.2, ,55.3,K,98, ,36, ,68,K,44.7,K,4.0,K,59.2, 
64,Santa Ynez,Central Coast Valleys,Apr 2022,5.76,K,0.37,K,603,K,10.9,K,76.3,K,43.3, ,57.9,K,98,K,37,K,68,L,46.6,L,4.2, ,65.4, 
64,Santa Ynez,Central Coast Valleys,May 2022,7.13,K,0.00, ,697,K,12.1,K,79.9,K,46.1, ,61.0,K,99, ,37, ,65,K,49.1,K,4.0, ,71.0, 
64,Santa Ynez,Central Coast Valleys,Jun 2022,7.76,K,0.00, ,726,K,13.7,K,90.8,K,49.8, ,68.5,K,99, ,26, ,58,L,52.4,L,3.3,K,77.1, 
64,Santa Ynez,Central Coast Valleys,Jul 2022,7.26, ,0.00, ,680, ,15.2, ,88.9,K,54.8,K,67.8,K,98,K,33,K,66,K,55.7,K,3.0,K,81.0,K
64,Santa Ynez,Central Coast Valleys,Aug 2022,6.90,K,0.00, ,622,K,15.7, ,90.2,K,55.1,K,68.3,L,99, ,33, ,67,L,56.8,L,3.0,K,82.7,K
64,Santa Ynez,Central Coast Valleys,Sep 2022,5.20,K,0.00, ,472,K,16.4,K,90.1,K,55.3,L,68.9,L,95,K,36,K,71,L,56.6,L,2.9,K,82.2,K
64,Santa Ynez,Central Coast Valleys,Oct 2022,3.71,K,0.00, ,386, ,13.4, ,83.3, ,46.8,K,61.3,K,99, ,37, ,72,K,51.9,K,2.4, ,76.6,K
64,Santa Ynez,Central Coast Valleys,Nov 2022,2.39, ,1.33,K,299,K,8.6, ,71.9,K,33.8, ,49.6, ,100, ,32, ,70, ,39.7, ,2.2,K,64.4, 
64,Santa Ynez,Central Coast Valleys,Dec 2022,1.37, ,5.38,K,202, ,10.6,K,64.2,K,39.7,K,49.9,K,100, ,53, ,84,L,44.9,L,2.3, ,57.7, 
68,Seeley,Imperial/Coachella Valley,Jan 2022,2.83, ,0.00, ,270, ,5.3, ,72.7, ,38.7, ,55.2, ,59, ,17, ,35, ,27.6, ,3.4, ,56.3, 
68,Seeley,Imperial/Coachella Valley,Feb 2022,4.41, ,0.00, ,414,K,4.6,K,74.8, ,39.3,K,57.5,K,52, ,14, ,28,K,23.8,K,5.3,K,58.1, 
68,Seeley,Imperial/Coachella Valley,Mar 2022,6.73, ,0.03, ,525,K,6.5,K,83.4, ,47.9,K,66.6, ,54, ,15, ,29,K,32.3,K,5.8,K,65.6, 
68,Seeley,Imperial/Coachella Valley,Apr 2022,8.66, ,0.00, ,639,K,8.0, ,90.3, ,55.3,K,73.9,K,55, ,15, ,29,K,37.8,K,7.0, ,73.3, 
68,Seeley,Imperial/Coachella Valley,May 2022,9.72, ,0.00, ,643,K,9.3,K,97.4, ,61.1,K,80.9, ,56, ,13, ,26,K,41.3,K,7.0,K,79.1, 
68,Seeley,Imperial/Coachella Valley,Jun 2022,9.39, ,0.00, ,607,K,14.3,K,107.3, ,73.4,K,91.6,K,56, ,15, ,28,K,52.5,K,5.9,K,86.2, 
68,Seeley,Imperial/Coachella Valley,Jul 2022,9.82, ,0.00, ,624, ,19.8, ,110.8, ,80.5,K,96.4,K,61, ,19, ,34,K,61.5,K,5.1, ,91.0, 
68,Seeley,Imperial/Coachella Valley,Aug 2022,8.43,K,0.22, ,560, ,29.8,K,113.9,L,86.0,K,99.9,K,74,K,27,K,46,L,74.6,L,4.5, ,92.8, 
68,Seeley,Imperial/Coachella Valley,Sep 2022,6.40,K,1.70, ,449, ,23.7,K,107.1,K,77.8,K,92.3,K,74,K,28,K,45,L,66.9,L,3.8, ,87.4, 
68,Seeley,Imperial/Coachella Valley,Oct 2022,4.92, ,0.31, ,375, ,16.5,K,96.2,K,64.3,K,80.2,K,72, ,24, ,43,L,54.6,L,3.5, ,78.9, 
68,Seeley,Imperial/Coachella Valley,Nov 2022,3.75, ,0.09, ,303, ,6.4, ,76.3, ,43.3,K,59.5, ,59, ,17, ,35, ,31.3, ,4.8,K,61.8, 
68,Seeley,Imperial/Coachella Valley,Dec 2022,1.75, ,0.02, ,178, ,7.1, ,69.9, ,38.9, ,53.8,K,73, ,28, ,49,K,34.4,K,3.7,K,56.1, 
70,Manteca,San Joaquin Valley,Jan 2022,1.58, ,0.06, ,224, ,8.8, ,60.8, ,35.2, ,46.6, ,98, ,55, ,81, ,41.0, ,2.6, ,47.9, 
70,Manteca,San Joaquin Valley,Feb 2022,2.74, ,0.01, ,341, ,7.2,K,66.3,K,33.8,K,49.3,K,89, ,31, ,59,K,35.3,K,3.7, ,48.4, 
70,Manteca,San Joaquin Valley,Mar 2022,4.24, ,0.70, ,436, ,9.2,K,71.6,K,42.3, ,56.4,K,90, ,34, ,59,K,41.7,K,4.3, ,55.2, 
70,Manteca,San Joaquin Valley,Apr 2022,5.67, ,0.37, ,556,K,9.5,K,74.1,K,45.6, ,59.4,K,86, ,32, ,55,K,42.8,K,5.4,K,58.6, 
70,Manteca,San Joaquin Valley,May 2022,7.77, ,0.01, ,676,K,10.4,K,80.7,K,49.9,K,65.7,K,80, ,29, ,48,K,45.1,K,6.0, ,65.3, 
70,Manteca,San Joaquin Valley,Jun 2022,8.06, ,0.02,K,676,K,12.7, ,90.0, ,56.2, ,73.5,K,78, ,27, ,45,K,50.5,K,5.2, ,71.7, 
70,Manteca,San Joaquin Valley,Jul 2022,8.37, ,0.00, ,679, ,14.6,K,92.6, ,58.4, ,74.9, ,82, ,30, ,50,K,54.4,K,5.1,K,76.6, 
70,Manteca,San Joaquin Valley,Aug 2022,7.34, ,0.00, ,602,K,15.8, ,93.0, ,59.9,K,75.5,K,84, ,30, ,53,K,56.8,K,4.6, ,77.3, 
70,Manteca,San Joaquin Valley,Sep 2022,5.52,K,0.11, ,479, ,14.9, ,89.7,K,58.4,K,73.2,K,84,K,32,K,57,L,54.9,L,4.2,K,73.9, 
70,Manteca,San Joaquin Valley,Oct 2022,3.85, ,0.00, ,377, ,12.4, ,81.6,K,47.5, ,63.0, ,91, ,34, ,62, ,49.6, ,3.4,K,64.6, 
70,Manteca,San Joaquin Valley,Nov 2022,1.87, ,0.95, ,249, ,8.0, ,62.7, ,35.4, ,47.3, ,95, ,43, ,72, ,38.5, ,2.9, ,52.7, 
70,Manteca,San Joaquin Valley,Dec 2022,0.75, ,7.18, ,130, ,9.2,K,53.1, ,37.6, ,44.8, ,98, ,73, ,90,K,41.9,K,3.9,K,47.9, 
71,Modesto,San Joaquin Valley,Jan 2022,1.64,K,0.14,K,235,K,9.3,K,61.6,K,34.7, ,46.4,K,99,K,61,K,86,K,42.3,K,3.5, ,43.9,K
71,Modesto,San Joaquin Valley,Feb 2022,2.89,K,0.05, ,372,K,7.3,K,65.4,K,32.2,K,47.7,K,91, ,37, ,64,K,36.0,K,4.9,K,42.0, 
71,Modesto,San Joaquin Valley,Mar 2022,4.41, ,0.68, ,446,K,9.4, ,70.5,K,40.4, ,54.9,K,92, ,39, ,63,K,42.3,K,5.4,K,49.1, 
71,Modesto,San Joaquin Valley,Apr 2022,5.80, ,0.12,K,565,K,9.6, ,72.8,K,42.6, ,58.1,K,90, ,36, ,58,K,43.1,K,6.2,K,55.5, 
71,Modesto,San Joaquin Valley,May 2022,8.23,K,0.00, ,669, ,10.6, ,79.9,K,47.3,K,64.4,K,85, ,31, ,51,K,45.6,K,7.6,K,58.7,K
71,Modesto,San Joaquin Valley,Jun 2022,8.38, ,0.00, ,668, ,13.3, ,88.7, ,53.8, ,71.9,K,83, ,30, ,50,K,51.7,K,6.6,K,66.5, 
71,Modesto,San Joaquin Valley,Jul 2022,8.16, ,0.00, ,674, ,16.0, ,90.2,K,55.3, ,72.4,K,90, ,37, ,59,K,57.0,K,5.3, ,67.9, 
71,Modesto,San Joaquin Valley,Aug 2022,7.02, ,0.00, ,606,K,17.2, ,91.1, ,56.6, ,72.8, ,92, ,39, ,62, ,59.1, ,4.5,K,68.6, 
71,Modesto,San Joaquin Valley,Sep 2022,5.44,K,0.11, ,478, ,16.1,K,88.0,K,56.5,K,71.1,K,90, ,39, ,63,K,57.3,K,4.6,K,67.9, 
71,Modesto,San Joaquin Valley,Oct 2022,3.64,K,0.02,L,379,L,13.6,L,80.0,L,47.0,L,61.6,L,96,L,44,L,71,L,52.2,L,3.5,L,61.5,L
71,Modesto,San Joaquin Valley,Nov 2022,1.86, ,1.02, ,238, ,7.9, ,62.1, ,32.8, ,45.8, ,96, ,47, ,74, ,38.1, ,3.7, ,50.0, 
71,Modesto,San Joaquin Valley,Dec 2022,0.75, ,6.74, ,135, ,9.0,K,52.6, ,36.2, ,43.7, ,99, ,75, ,92,K,41.5,K,4.9,K,46.3, 
75,Irvine,South Coast Valleys,Jan 2022,2.70, ,0.12, ,293,K,7.8,K,70.0, ,46.3, ,57.7, ,74, ,30, ,50,K,36.5,K,3.2, ,52.8, 
75,Irvine,South Coast Valleys,Feb 2022,3.63,K,0.37, ,428,K,6.0,K,72.6,K,45.5,K,58.0,L,62,K,22,K,39,L,30.1,L,4.0,K,53.0, 
75,Irvine,South Coast Valleys,Mar 2022,4.80, ,1.19, ,514,K,9.5,K,72.6,K,47.7, ,59.6,K,80, ,35, ,56,K,41.7,K,3.9,K,58.3, 
75,Irvine,South Coast Valleys,Apr 2022,5.55,K,0.21, ,592,K,11.1,K,74.6,K,51.2,K,61.4,L,84,K,41,K,62,L,47.5,L,4.0,K,64.5, 
75,Irvine,South Coast Valleys,May 2022,5.97, ,0.02, ,608,K,12.9,K,73.5,K,54.1,K,63.2,K,85, ,49, ,67,L,51.5,L,4.3,K,67.9, 
75,Irvine,South Coast Valleys,Jun 2022,7.20, ,0.22,K,714,K,16.3, ,81.8, ,59.4, ,69.3, ,90, ,45, ,67, ,57.6, ,4.1,K,72.5, 
75,Irvine,South Coast Valleys,Jul 2022,7.14, ,0.28,K,686,K,17.9, ,82.0, ,62.3, ,70.7, ,90, ,50, ,70, ,60.4, ,3.9,K,74.7, 
75,Irvine,South Coast Valleys,Aug 2022,6.92, ,0.06, ,603,K,18.8, ,86.7,K,64.2, ,74.2, ,88, ,43, ,65, ,61.6, ,3.6,K,75.8, 
75,Irvine,South Coast Valleys,Sep 2022,5.23,K,0.29, ,478, ,19.1,K,87.6,K,64.7,K,74.9,K,88,K,43,K,64,L,61.6,L,3.5,K,74.6, 
75,Irvine,South Coast Valleys,Oct 2022,3.61, ,0.48,K,367,K,16.0, ,78.0, ,58.8,K,67.0,K,90, ,50, ,70,K,56.4,K,3.2, ,69.2, 
75,Irvine,South Coast Valleys,Nov 2022,2.94, ,1.91, ,321,K,8.2,K,70.4, ,47.1, ,58.1, ,76, ,33, ,51,K,36.8,K,3.7,K,57.4, 
75,Irvine,South Coast Valleys,Dec 2022,1.81, ,3.32, ,232, ,9.9,K,65.6,K,45.0,K,54.1, ,88, ,46, ,69,K,43.6,K,2.8, ,53.9, 
77,Oakville,North Coast Valleys,Jan 2022,1.86, ,0.41, ,243,K,8.7, ,62.8, ,36.9, ,48.2,K,93, ,52, ,76,K,40.3,K,3.0,K,50.3, 
77,Oakville,North Coast Valleys,Feb 2022,2.98,K,0.25,K,365,K,7.0,K,68.1,K,35.3,K,50.9,K,85,K,30,K,56,L,34.1,L,3.9,K,51.1, 
77,Oakville,North Coast Valleys,Mar 2022,4.16,K,1.04,K,438,K,8.7,K,70.7,K,40.2,K,54.3,K,88,K,37,K,62,L,39.8,L,3.9,K,54.9, 
77,Oakville,North Coast Valleys,Apr 2022,5.53,K,2.36, ,565,K,9.0,K,72.5,K,41.9, ,57.0,K,88, ,33, ,58,K,41.2,K,4.4,K,59.5, 
77,Oakville,North Coast Valleys,May 2022,7.01,K,0.13, ,652,K,10.0,K,79.4,K,45.8,K,62.4,K,84,K,30,K,54,L,44.6,L,4.6,K,63.7, 
77,Oakville,North Coast Valleys,Jun 2022,7.57,K,0.38, ,693,K,12.6, ,86.8,K,51.1, ,68.5,K,84, ,30, ,53,K,50.3,K,4.3,K,70.2, 
77,Oakville,North Coast Valleys,Jul 2022,7.33, ,0.00, ,668,K,14.4, ,84.4, ,51.5, ,66.3, ,90, ,42, ,65, ,54.2, ,4.4,K,73.0, 
77,Oakville,North Coast Valleys,Aug 2022,6.67, ,0.06, ,604,K,15.2,K,88.8,K,52.7,K,68.4,K,92, ,38, ,64,K,55.7,K,3.8,K,74.0,K
77,Oakville,North Coast Valleys,Sep 2022,5.16,K,1.15, ,481,K,13.6, ,88.5,K,52.0,K,68.3,K,88,K,33,K,61,L,52.8,L,3.2, ,71.1,K
77,Oakville,North Coast Valleys,Oct 2022,3.66, ,0.02, ,377,K,11.4, ,79.3, ,43.7, ,59.0, ,92, ,37, ,66, ,47.1, ,2.9, ,65.3, 
77,Oakville,North Coast Valleys,Nov 2022,2.08, ,1.34, ,273,K,7.2, ,65.1, ,34.5, ,48.0, ,89, ,35, ,63, ,35.5, ,2.9, ,54.1, 
77,Oakville,North Coast Valleys,Dec 2022,1.05, ,9.88,K,161, ,8.8,K,55.9,K,36.3, ,45.2, ,95, ,63, ,85,K,40.8,K,2.8,K,49.2, 
78,Pomona,Los Angeles Basin,Jan 2022,2.43, ,0.15, ,285,K,7.6,L,69.2, ,42.1,K,54.8, ,80,K,29,K,52,L,36.4,L,3.1,K,52.6, 
78,Pomona,Los Angeles Basin,Feb 2022,3.30, ,0.15,K,413,K,6.4, ,72.1,K,40.4,K,55.5, ,74, ,23, ,44, ,32.1, ,3.4,K,52.4, 
78,Pomona,Los Angeles Basin,Mar 2022,4.76, ,1.81, ,491,K,9.3,K,73.2,K,45.6, ,58.9,K,84, ,34, ,56,K,41.9,K,3.8,K,56.0, 
78,Pomona,Los Angeles Basin,Apr 2022,5.59,K,0.30, ,568,K,10.9,K,75.7,K,49.3,K,62.1,K,87,K,38,K,61,L,46.8,L,4.1,K,61.3, 
78,Pomona,Los Angeles Basin,May 2022,6.08, ,0.09, ,600,K,12.9, ,76.4,K,52.3,K,63.6,K,89, ,44, ,65,K,50.7,K,4.5,K,64.9, 
78,Pomona,Los Angeles Basin,Jun 2022,7.40,K,0.28,K,696,K,15.7,K,87.4, ,58.9, ,72.1, ,88, ,36, ,59,K,56.4,K,4.5,K,68.5, 
78,Pomona,Los Angeles Basin,Jul 2022,7.71, ,0.41, ,683,K,17.1, ,88.0, ,62.1, ,73.4, ,88, ,38, ,61, ,58.9, ,4.6,K,72.2, 
78,Pomona,Los Angeles Basin,Aug 2022,7.44, ,0.33,K,625,K,17.3,K,91.9, ,64.1, ,76.8,K,84,K,33,K,56, ,59.2, ,4.1,K,72.7,K
78,Pomona,Los Angeles Basin,Sep 2022,5.65,K,1.27,K,507,K,18.4,K,90.5, ,64.3,K,76.5,K,86,K,38,K,60,K,60.7,K,3.8,K,72.8, 
78,Pomona,Los Angeles Basin,Oct 2022,3.70, ,0.76, ,385,K,15.3, ,80.1, ,56.6, ,66.8, ,91, ,44, ,68, ,55.1, ,3.6,K,68.8, 
78,Pomona,Los Angeles Basin,Nov 2022,2.59, ,3.12,K,327,K,8.0, ,70.0, ,42.9, ,55.2, ,85, ,30, ,54, ,37.2, ,3.3,K,56.1, 
78,Pomona,Los Angeles Basin,Dec 2022,1.67, ,2.69, ,227, ,9.1,K,64.8,K,43.3,K,52.7,K,89, ,43, ,67,K,41.3,K,2.9,K,53.3, 
80,Fresno State,San Joaquin Valley,Jan 2022,1.65, ,0.00, ,241,K,9.0, ,61.6, ,33.9, ,46.3, ,99, ,55, ,84, ,41.7, ,2.4, ,52.7, 
80,Fresno State,San Joaquin Valley,Feb 2022,2.69, ,0.11, ,380,K,7.8, ,67.4,K,32.1,K,48.5,K,94, ,40, ,66,K,37.4,K,3.2, ,51.7, 
80,Fresno State,San Joaquin Valley,Mar 2022,4.24, ,0.91, ,456,K,9.3, ,72.5,K,41.7, ,57.1,K,90, ,35, ,58,K,42.1,K,4.1, ,54.6, 
80,Fresno State,San Joaquin Valley,Apr 2022,6.11, ,0.44, ,599,K,9.3,K,76.0,K,45.5, ,61.2,K,84, ,28, ,51,K,42.3,K,5.5, ,58.5, 
80,Fresno State,San Joaquin Valley,May 2022,8.58, ,0.00, ,740,K,9.6,K,84.9,K,51.8, ,69.5, ,74, ,21, ,39,K,42.8,K,6.2, ,62.5, 
80,Fresno State,San Joaquin Valley,Jun 2022,9.40, ,0.00, ,736,K,11.5, ,95.0, ,60.1,K,79.2,K,65, ,18, ,34,K,47.8,K,6.2,K,70.1, 
80,Fresno State,San Joaquin Valley,Jul 2022,9.39, ,0.00, ,709,K,13.9,K,98.4,K,64.3,K,82.5, ,64, ,21, ,37,K,53.1,K,5.3, ,75.5, 
80,Fresno State,San Joaquin Valley,Aug 2022,8.55, ,0.14, ,637,K,14.8, ,99.9, ,65.3,K,83.3,K,71, ,21, ,38,K,54.9,K,5.1,K,77.8, 
80,Fresno State,San Joaquin Valley,Sep 2022,6.36,K,0.22,L,510,K,14.4,L,94.0,K,63.1,K,78.5,K,75,K,26,K,44,L,54.1,L,4.6,L,75.8, 
80,Fresno State,San Joaquin Valley,Oct 2022,4.34, ,0.02,K,409,K,11.8, ,84.0, ,50.2, ,66.3, ,87, ,28, ,53, ,48.4, ,3.4,K,70.3, 
80,Fresno State,San Joaquin Valley,Nov 2022,2.02,K,0.75,K,279,K,8.1,K,63.9, ,34.7, ,47.9,K,96,K,42,K,71, ,38.8, ,3.0,K,60.2,K
80,Fresno State,San Joaquin Valley,Dec 2022,0.98, ,5.37,K,162,K,9.4,K,54.2,K,38.8,K,46.0,K,99, ,71, ,88,K,42.6,K,4.1,K,54.4, 
83,Santa Rosa,North Coast Valleys,Jan 2022,1.58,K,0.60,K,221,K,9.2,K,62.0,K,34.5, ,46.1,K,97,K,63,K,86,K,41.9,K,2.3,K,49.9,K
83,Santa Rosa,North Coast Valleys,Feb 2022,2.56,K,0.04,K,354,K,8.0, ,66.7,K,30.4,K,46.4,K,95, ,44, ,74,K,38.2,K,3.0, ,49.8, 
83,Santa Rosa,North Coast Valleys,Mar 2022,3.65,K,1.50, ,422,K,9.8, ,67.2,K,35.3, ,50.3,K,97, ,52, ,78,K,43.5,K,3.3, ,54.9, 
83,Santa Rosa,North Coast Valleys,Apr 2022,4.80,K,2.14,K,536, ,10.2, ,68.5,K,36.3, ,52.7,K,97, ,50, ,75,K,44.7,K,3.8,K,59.8, 
83,Santa Rosa,North Coast Valleys,May 2022,6.52,K,0.06,K,623, ,10.8, ,75.9,K,40.3,K,58.2,K,95,K,41,K,66,L,46.3,L,4.8,K,63.3, 
83,Santa Rosa,North Coast Valleys,Jun 2022,6.85,K,0.51, ,663, ,13.7, ,80.4,K,46.4, ,63.1,K,96,K,45,K,70,K,52.8,K,4.1, ,70.5, 
83,Santa Rosa,North Coast Valleys,Jul 2022,6.50, ,1.23, ,623, ,14.5, ,77.8, ,49.7, ,61.4, ,97, ,54, ,78, ,54.4, ,4.6, ,71.3, 
83,Santa Rosa,North Coast Valleys,Aug 2022,6.07,K,0.53, ,568, ,15.1, ,82.1, ,49.4, ,63.7, ,97, ,48, ,75, ,55.5, ,4.0, ,71.0, 
83,Santa Rosa,North Coast Valleys,Sep 2022,4.99,K,1.07, ,462, ,14.0, ,85.1,K,47.9,K,64.3,K,95,K,40,K,71,L,53.5,L,4.0,K,68.2, 
83,Santa Rosa,North Coast Valleys,Oct 2022,3.35,K,0.16, ,337,K,11.4, ,75.3, ,41.5,K,56.2, ,96, ,45, ,73, ,47.5, ,3.4,K,62.1, 
83,Santa Rosa,North Coast Valleys,Nov 2022,1.92,K,1.65, ,261,K,7.8, ,65.0, ,30.0, ,45.4, ,96, ,43, ,75, ,37.6, ,2.9,K,51.7, 
83,Santa Rosa,North Coast Valleys,Dec 2022,0.95, ,9.89, ,151, ,9.2,K,55.7,K,35.4, ,44.9, ,97, ,71, ,89,K,41.9,K,3.3,K,48.8, 
